Date,Brent_Close,WTI_Close,USA_Sentiment,Saudi Arabia_Sentiment,Russia_Sentiment,Canada_Sentiment,Iraq_Sentiment,China_Sentiment,UAE_Sentiment,Brent_Pct_Change,WTI_Pct_Change
2020-01-03,68.5999984741211,63.04999923706055,9.014286128198322,-7.917807012316674,0.7110762975934506,-3.843616999477617,6.60405768691524,-3.7013354508213503,2.749976058683263,0.03547167508107307,0.030565526684486866
2020-01-06,68.91000366210938,63.27000045776367,4.639878836228101,4.486776342574823,-2.862280496577796,-5.176695713844762,3.2802445613520455,-7.420421841456695,2.905555106471258,0.004519026164486517,0.00348931361404059
2020-01-07,68.2699966430664,62.70000076293945,1.973169683940732,1.567738340128182,-2.92421682527128,-5.328652778627781,-3.2326426814956832,-0.6307752582582697,6.5345529679256416,-0.00928757778306255,-0.009009004120439812
2020-01-08,65.44000244140625,59.61000061035156,-6.87962719115127,-4.516786668803883,6.571111958121627,-8.636267604690746,8.710460455177145,1.9661215139203758,-7.861602712403572,-0.04145297115592539,-0.04928229848466481
2020-01-09,65.37000274658203,59.560001373291016,-6.880109593275947,-8.411612620220268,5.7858569663937125,-6.257514591789965,8.244151424983642,-9.380587931549798,0.09508647131083414,-0.0010696774482380489,-0.0008387726312464316
2020-01-10,64.9800033569336,59.040000915527344,-8.83832775663601,-8.286835008071389,-3.844083366385087,1.1109913977123966,-5.813032012318025,-4.502086834858245,3.9418227652151714,-0.005966029880101642,-0.00873069922387304
2020-01-13,64.19999694824219,58.08000183105469,7.323522915498703,7.883817493282365,8.275768877465186,-4.17277854324511,-9.21164829759274,-9.34400251446208,1.7364089014712736,-0.01200379144960717,-0.016260146842582146
2020-01-14,64.48999786376953,58.22999954223633,2.0223002348641756,-6.162653505625142,9.056300340050122,-1.652104353417041,4.826174167015244,-1.5932922160900205,6.655581420465893,0.004517148431660178,0.0025826051386492743
2020-01-15,64.0,57.810001373291016,4.161451555920909,-3.5325687576895852,-3.465149159399184,-2.4626623930562292,6.552205226983066,7.902000581324884,-8.55456581977297,-0.007598044347971844,-0.0072127455306035815
2020-01-16,64.62000274658203,58.52000045776367,-9.588310114083951,-5.46687195546024,-2.9115010241389028,7.51809849999789,9.357291319027105,9.653048229871384,3.814020789983319,0.009687542915344238,0.012281596049237953
2020-01-17,64.8499984741211,58.540000915527344,9.398197043239886,-2.9000738833612534,0.11268306843917664,8.10597998021031,7.796727881766216,2.7409510700725512,0.6805546076943543,0.003559203308007186,0.0003417713193305527
2020-01-21,64.58999633789062,58.34000015258789,6.648852816008436,-8.611523145078133,8.82241625067347,-0.14086056688279847,2.0106953641282956,-6.767246124308164,-2.416782720401132,-0.004009285155715525,-0.0034164803520938536
2020-01-22,63.209999084472656,56.7400016784668,-5.753217786434477,0.3811958181654074,7.52638866284623,-3.396880993687912,0.6010467842476164,8.116987799986116,-3.1945003553193825,-0.021365495148796265,-0.02742541086623773
2020-01-23,62.040000915527344,55.59000015258789,-6.363500655857988,-8.647748728155701,-7.948640748328204,-7.863985919952727,-9.443178974748275,0.32495646400120926,2.4166526554838583,-0.018509700773476467,-0.0202679149076469
2020-01-24,60.689998626708984,54.189998626708984,-6.331909802931324,6.007130156447232,-2.1453851345716757,9.0680575876419,-5.066871063104443,-6.925013757941638,7.819907492885296,-0.021760191310385424,-0.025184413060551747
2020-01-27,59.31999969482422,53.13999938964844,-3.9151551408092455,-5.3257583617913395,1.0674237949954364,-8.79546110199405,-0.8077049653414718,8.434533389033227,-0.07648147797769411,-0.02257371828777477,-0.01937625509632379
2020-01-28,59.5099983215332,53.47999954223633,0.49512863264475726,0.8002382920902118,0.06264945103080066,-4.046994448634392,2.570078001671357,5.14938101446206,6.494463281538401,0.0032029438247882513,0.0063981963961805555
2020-01-29,59.810001373291016,53.33000183105469,-1.3610996271576852,7.6015817512291655,-6.1227386412621465,-4.038675976599917,1.1450366663682132,4.634105454463031,-1.9568723631206488,0.005041220974951077,-0.002804744062557041
2020-01-30,58.290000915527344,52.13999938964844,-4.175417196039161,3.017547380943883,7.176335423363092,-3.5919742771957015,4.85271979363381,4.183614075888094,-7.952110744136469,-0.025413817469705835,-0.022313939631505852
2020-01-31,58.15999984741211,51.560001373291016,2.23705789444759,0.659155731026706,3.5388156599367466,-6.714263134551814,-4.404661382259183,-5.993203578071153,-8.76988527082723,-0.0022302464586272386,-0.011123859285517623
2020-02-03,54.45000076293945,50.11000061035156,-7.210122786959163,-3.513324937692488,6.758167497036073,5.663228618473944,1.2990521530494643,-5.779866165849478,-8.97331257352645,-0.0637895305056081,-0.02812258968810999
2020-02-04,53.959999084472656,49.61000061035156,-4.157107029295637,-3.339961738836042,7.1752855869894425,-7.550042760680215,-8.237155132184157,3.765859968545101,-2.3969971608466007,-0.008999112426097633,-0.009978048172218812
2020-02-05,55.279998779296875,50.75,-2.672763134126166,3.3897391039638016,4.967117073314796,2.6981331830632556,-1.7266895283358608,-5.605544997792062,-3.255244983283159,0.02446255962231958,0.0229792254711354
2020-02-06,54.93000030517578,50.95000076293945,-0.8786003156592805,9.88278722442335,-1.2157879750056537,-7.523079465883651,5.00321665909202,-1.226566063939023,4.358740472451391,-0.006331376299743563,0.003940901732797153
2020-02-07,54.470001220703125,50.31999969482422,5.703519227860273,3.236783796987572,2.2109351003084914,-8.589287248140868,3.8680170685808797,5.640036511878828,4.856430031697316,-0.008374277843018918,-0.012365084566858142
2020-02-10,53.27000045776367,49.56999969482422,-6.006524356832806,1.155668347400498,-6.792691877605137,8.188590073717531,9.81285474344358,5.6790503619568184,-8.982920623325203,-0.022030489003979525,-0.014904610583237776
2020-02-11,54.0099983215332,49.939998626708984,0.28468876827223255,4.613010204784922,3.4729083494981534,-6.1974246736258864,-4.4421774802448795,-0.9347645494828072,-5.577534742219701,0.013891455930364671,0.00746417054998294
2020-02-12,55.790000915527344,51.16999816894531,1.8482913772408498,-0.6958877543256374,-6.414934885214385,6.425003091194085,-0.03621401652041811,5.843798765504902,-4.5147629968220055,0.03295690889300529,0.02462954697757036
2020-02-13,56.34000015258789,51.41999816894531,-9.070991745600045,-8.797153147984297,3.8789918102031358,0.8926174221427168,-3.4093917245200656,6.772435923961137,0.9522396828561881,0.009858383725307895,0.004885675375140508
2020-02-14,57.31999969482422,52.04999923706055,2.1508970380287664,1.245936317558197,-5.408036784920627,-8.442869607824608,-1.1879377188165048,3.0955150256852058,-7.109695521860995,0.017394383024177396,0.012252063215663744
2020-02-18,57.75,52.04999923706055,-6.58951752625417,9.152505690107603,-7.6489739969956005,9.10896382876135,7.139002597387762,-5.431482953831597,-7.321175611999992,0.007501749955777015,0.0
2020-02-19,59.119998931884766,53.290000915527344,-8.69896814029441,-6.493941152846807,-6.694310197140851,-5.0607766601621496,3.6841815037697323,-4.51976439228905,8.875777784159162,0.023722925227441793,0.023823279474399994
2020-02-20,59.310001373291016,53.779998779296875,8.977710745066666,3.800097816413315,-9.960157295618595,7.19290690705213,7.648823826951634,-3.7031768918252927,6.08405814595562,0.003213843789563686,0.009194930669005785
2020-02-21,58.5,53.380001068115234,9.312640661491187,-5.9813262268188705,4.374792357070605,-6.623799884308717,-5.929777833362271,-7.6639178453209595,-6.386901958176594,-0.013657078983912885,-0.007437666795478304
